,id,created_at,original_text,clean_text,retweet_count,hashtags,mentions,original_author
662,1262897979666706435,2020-05-20 00:08:36+00:00,"That's exactly why @EWarren and I have called for more oversight. We need more conditions on corporations to ensure relief goes to their workers, not their CEOs. No $500 billion slush fund. No blank checks. The Trump Administration is prioritizing big corporations over workers.",exactly @EWarren call oversight need condition corporation ensure relief go worker ceo billion slush fund blank check Trump Administration prioritize corporation worker,3889,<UNK>,@ewarren,JoeBiden
663,1262897978890768384,2020-05-20 00:08:36+00:00,"During today’s Senate Banking Committee hearing, Secretary @StevenMnuchin1 refused to require corporations benefiting from $500 billion in CARES Act funds to keep workers on their payrolls. @EWarren asked him several times, each time he ducked and refused.",today Senate Banking Committee hearing Secretary @stevenmnuchin1 refuse require corporation benefit billion CARES fund worker payroll @EWarren ask time time duck refuse,12796,<UNK>,@stevenmnuchin1 @ewarren,JoeBiden
664,1262885244509671424,2020-05-19 23:18:00+00:00,"Today, @DrBiden and I are mourning the death of our dear friend, Annie Glenn. Her long life was filled with great love and great meaning, with purpose and her own brand of uncommon courage.",today @DrBiden mourn death dear friend Annie Glenn long life fill great love great meaning purpose brand uncommon courage,2263,<UNK>,@DrBiden,JoeBiden
665,1262863098702004224,2020-05-19 21:50:00+00:00,"Tonight, I'll be joining @chefjoseandres for a virtual town hall to discuss the impact of COVID-19 on food security and the restaurant industry — and what our government should be doing to ensure no one in America goes hungry. Watch live at 7 PM ET:",tonight join @chefjoseandre virtual town hall discuss impact COVID-19 food security restaurant industry government ensure America go hungry watch live,2031,<UNK>,@chefjoseandres,JoeBiden
666,1262835420108292101,2020-05-19 20:00:01+00:00,Donald Trump is the worst possible person to lead us through this crisis.,Donald Trump bad possible person lead crisis,11700,<UNK>,<UNK>,JoeBiden
667,1262797667677212672,2020-05-19 17:30:00+00:00,We need a president who believes in science.,need president believe science,42870,<UNK>,<UNK>,JoeBiden
668,1262780460905660424,2020-05-19 16:21:37+00:00,I am proud to stand with @NationalNurses in calling for a strong OSHA standard for RNs and other frontline health care workers and full utilization of the Defense Production Act to mass produce personal protective equipment.,proud stand @NationalNurses call strong OSHA standard frontline health care worker utilization Defense Production mass produce personal protective equipment,3570,<UNK>,@NationalNurses,JoeBiden
669,1262749852976349184,2020-05-19 14:20:00+00:00,It’s time we reward the people who actually make this country work. Not Wall Street CEOs — but the middle class. Ordinary women and men who are capable of doing extraordinary things when given half a chance. That's who I'll fight for every single day in the White House.,time reward people actually country work Wall Street ceo middle class ordinary woman capable extraordinary thing give half chance fight single White House,10507,<UNK>,<UNK>,JoeBiden
670,1262548526094929928,2020-05-19 01:00:00+00:00,Donald Trump is not responsible for the coronavirus. But he does bear full responsibility for failing to protect our nation from the worst public health and economic crisis in our lifetime.,Donald Trump responsible coronavirus bear responsibility fail protect nation bad public health economic crisis lifetime,24492,<UNK>,<UNK>,JoeBiden
671,1262535439715405824,2020-05-19 00:08:00+00:00,"With your help, we'll defeat Donald Trump. And we won't just rebuild this nation — we’ll transform it. I know times are tough, but if you're able, please chip in today to help make it happen:",help defeat Donald Trump rebuild nation transform know time tough able chip today help happen,2737,<UNK>,<UNK>,JoeBiden
